,id,visit1_date,visit2_date,child_dob,child_age_months_v1,treatment,team,efficacy_1,efficacy_2,efficacy_3,efficacy_4,efficacy_5,efficacy_avg,mindset_1,mindset_2,mindset_3,mindset_4,mindset_5,mindset_6,mindset_7,mindset_8,mindset_mean,speak_1,speak_2,speak_3,speak_4,speak_5,speak_6,speak_7,speak_8,speak_9,speak_10,speak_11,speak_12,speak_13,speak_14,speak_15,speak_16,speak_17,speak_18,speak_19,speak_20,speak_21,speak_22,speak,parent_dob,parent_female,parent_ethnicity,parent_education,parent_edu_years,home_language,parent_household_income,parent_household_income_2,parent_income,relationship_to_child,child_dob_survey,child_female,child_ethnicity,internet,tablet,ipod,device_use,read_min,asks_read,library,teach_print,teach_read,books,age_start_read,efficacy_1_v2,efficacy_2_v2,efficacy_3_v2,efficacy_4_v2,efficacy_5_v2,efficacy_v2_avg,mindset_1_v2,mindset_2_v2,mindset_3_v2,mindset_4_v2,mindset_5_v2,mindset_6_v2,mindset_7_v2,mindset_8_v2,mindset_mean2,speak_1_v2,speak_2_v2,speak_3_v2,speak_4_v2,speak_5_v2,speak_6_v2,speak_7_v2,speak_8_v2,speak_9_v2,speak_10_v2,speak_11_v2,speak_12_v2,speak_13_v2,speak_14_v2,speak_15_v2,speak_16_v2,speak_17_v2,speak_18_v2,speak_19_v2,speak_20_v2,speak_21_v2,speak_22_v2,speak_v2,all_languages_home,childcare,alphabet_total,rhyme_total,quils_vocab_raw,quils_syntax_raw,quils_process_raw,quils_overall_raw,quils_vocab_perc,quils_vocab_standard,quils_syntax_perc,quils_syntax_standard,quils_process_perc,quils_process_standard,quils_overall_perc,quils_overall_standard,tot_resources,tot_sessions,total_utts_chi_v1_pizza,mlu_utts_chi_v1_pizza,mlu_words_chi_v1_pizza,mlu_morphemes_chi_v1_pizza,freq_types_chi_v1_pizza,freq_tokens_chi_v1_pizza,freq_ttr_chi_v1_pizza,vocd_chi_v1_pizza,verbs_utt_chi_v1_pizza,total_utts_par_v1_pizza,mlu_utts_par_v1_pizza,mlu_words_par_v1_pizza,mlu_morphemes_par_v1_pizza,freq_types_par_v1_pizza,freq_tokens_par_v1_pizza,freq_ttr_par_v1_pizza,vocd_par_v1_pizza,verbs_utt_par_v1_pizza,questions_chi_v1_pizza,questions_par_v1_pizza,total_utts_chi_v2_pizza,mlu_utts_chi_v2_pizza,mlu_words_chi_v2_pizza,mlu_morphemes_chi_v2_pizza,freq_types_chi_v2_pizza,freq_tokens_chi_v2_pizza,freq_ttr_chi_v2_pizza,vocd_chi_v2_pizza,verbs_utt_chi_v2_pizza,total_utts_par_v2_pizza,mlu_utts_par_v2_pizza,mlu_words_par_v2_pizza,mlu_morphemes_par_v2_pizza,freq_types_par_v2_pizza,freq_tokens_par_v2_pizza,freq_ttr_par_v2_pizza,vocd_par_v2_pizza,verbs_utt_par_v2_pizza,questions_chi_v2_pizza,questions_par_v2_pizza,total_utts_chi_v2_prompts,mlu_utts_chi_v2_prompts,mlu_words_chi_v2_prompts,mlu_morphemes_chi_v2_prompts,freq_types_chi_v2_prompts,freq_tokens_chi_v2_prompts,freq_ttr_chi_v2_prompts,vocd_chi_v2_prompts,verbs_utt_chi_v2_prompts,total_utts_par_v2_prompts,mlu_utts_par_v2_prompts,mlu_words_par_v2_prompts,mlu_morphemes_par_v2_prompts,freq_types_par_v2_prompts,freq_tokens_par_v2_prompts,freq_ttr_par_v2_prompts,vocd_par_v2_prompts,verbs_utt_par_v2_prompts,questions_chi_v2_prompts,questions_par_v2_prompts,p1prt_inf_fac_ask,p1prt_inf_fac_give,p1prt_inf_str_ask,p1prt_inf_str_give,p1prt_com_fac_ask,p1prt_com_fac_give,p1prt_com_str_ask,p1prt_com_str_give,p1prt_abs_fac_ask,p1prt_abs_fac_give,p1prt_abs_str_ask,p1prt_abs_str_give,p1prt_hie_fac_ask,p1prt_hie_fac_give,p1prt_hie_str_ask,p1prt_hie_str_give,p1prt_rou_fac_ask,p1prt_rou_fac_give,p1prt_rou_str_ask,p1prt_rou_str_give,p1prt_double,p1prt_off,p1prt_triple,p1prt_quadruple,p1prt_totalutt_including0,p1prt_empty,p1prt_xxx,p1prt_yyy,p1prt_totalutt,p1chi_inf_fac_ask,p1chi_inf_fac_give,p1chi_inf_str_ask,p1chi_inf_str_give,p1chi_com_fac_ask,p1chi_com_fac_give,p1chi_com_str_ask,p1chi_com_str_give,p1chi_abs_fac_ask,p1chi_abs_fac_give,p1chi_abs_str_ask,p1chi_abs_str_give,p1chi_hie_fac_ask,p1chi_hie_fac_give,p1chi_hie_str_ask,p1chi_hie_str_give,p1chi_rou_fac_ask,p1chi_rou_fac_give,p1chi_rou_str_ask,p1chi_rou_str_give,p1chi_double,p1chi_off,p1chi_triple,p1chi_quadruple,p1chi_totalutt_including0,p1chi_empty,p1chi_xxx,p1chi_yyy,p1chi_totalutt,p2prt_inf_fac_ask,p2prt_inf_fac_give,p2prt_inf_str_ask,p2prt_inf_str_give,p2prt_com_fac_ask,p2prt_com_fac_give,p2prt_com_str_ask,p2prt_com_str_give,p2prt_abs_fac_ask,p2prt_abs_fac_give,p2prt_abs_str_ask,p2prt_abs_str_give,p2prt_hie_fac_ask,p2prt_hie_fac_give,p2prt_hie_str_ask,p2prt_hie_str_give,p2prt_rou_fac_ask,p2prt_rou_fac_give,p2prt_rou_str_ask,p2prt_rou_str_give,p2prt_double,p2prt_off,p2prt_triple,p2prt_quadruple,p2prt_totalutt_including0,p2prt_empty,p2prt_xxx,p2prt_yyy,p2prt_totalutt,p2chi_inf_fac_ask,p2chi_inf_fac_give,p2chi_inf_str_ask,p2chi_inf_str_give,p2chi_com_fac_ask,p2chi_com_fac_give,p2chi_com_str_ask,p2chi_com_str_give,p2chi_abs_fac_ask,p2chi_abs_fac_give,p2chi_abs_str_ask,p2chi_abs_str_give,p2chi_hie_fac_ask,p2chi_hie_fac_give,p2chi_hie_str_ask,p2chi_hie_str_give,p2chi_rou_fac_ask,p2chi_rou_fac_give,p2chi_rou_str_ask,p2chi_rou_str_give,p2chi_double,p2chi_off,p2chi_triple,p2chi_quadruple,p2chi_totalutt_including0,p2chi_empty,p2chi_xxx,p2chi_yyy,p2chi_totalutt,narprt_inf_fac_ask,narprt_inf_fac_give,narprt_inf_str_ask,narprt_inf_str_give,narprt_com_fac_ask,narprt_com_fac_give,narprt_com_str_ask,narprt_com_str_give,narprt_abs_fac_ask,narprt_abs_fac_give,narprt_abs_str_ask,narprt_abs_str_give,narprt_hie_fac_ask,narprt_hie_fac_give,narprt_hie_str_ask,narprt_hie_str_give,narprt_rou_fac_ask,narprt_rou_fac_give,narprt_rou_str_ask,narprt_rou_str_give,narprt_double,narprt_off,narprt_triple,narprt_quadruple,narprt_totalutt_including0,narprt_empty,narprt_xxx,narprt_yyy,narprt_totalutt,narchi_inf_fac_ask,narchi_inf_fac_give,narchi_inf_str_ask,narchi_inf_str_give,narchi_com_fac_ask,narchi_com_fac_give,narchi_com_str_ask,narchi_com_str_give,narchi_abs_fac_ask,narchi_abs_fac_give,narchi_abs_str_ask,narchi_abs_str_give,narchi_hie_fac_ask,narchi_hie_fac_give,narchi_hie_str_ask,narchi_hie_str_give,narchi_rou_fac_ask,narchi_rou_fac_give,narchi_rou_str_ask,narchi_rou_str_give,narchi_double,narchi_off,narchi_triple,narchi_quadruple,narchi_totalutt_including0,narchi_empty,narchi_xxx,narchi_yyy,narchi_totalutt,p1prt_hottcodes_4c,p1prt_fac_4c,p1prt_str_4c,p1prt_ask_4c,p1prt_give_4c,p1prt_inf,p1prt_hie,p1prt_abs,p1prt_com,p1chi_hottcodes_4c,p1chi_fac_4c,p1chi_str_4c,p1chi_ask_4c,p1chi_give_4c,p1chi_inf,p1chi_hie,p1chi_abs,p1chi_com,p2prt_hottcodes_4c,p2prt_fac_4c,p2prt_str_4c,p2prt_ask_4c,p2prt_give_4c,p2prt_inf,p2prt_hie,p2prt_abs,p2prt_com,p2chi_hottcodes_4c,p2chi_fac_4c,p2chi_str_4c,p2chi_ask_4c,p2chi_give_4c,p2chi_inf,p2chi_hie,p2chi_abs,p2chi_com,narprt_hottcodes_4c,narprt_fac_4c,narprt_str_4c,narprt_ask_4c,narprt_give_4c,narprt_inf,narprt_hie,narprt_abs,narprt_com,narchi_hottcodes_4c,narchi_fac_4c,narchi_str_4c,narchi_ask_4c,narchi_give_4c,narchi_inf,narchi_hie,narchi_abs,narchi_com,totalprt_totalutt,totalprt_inf_fac_give,totalprt_inf_fac_ask,totalprt_inf_str_give,totalprt_inf_str_ask,totalprt_hie_fac_give,totalprt_hie_fac_ask,totalprt_hie_str_give,totalprt_hie_str_ask,totalprt_abs_fac_give,totalprt_abs_fac_ask,totalprt_abs_str_give,totalprt_abs_str_ask,totalprt_com_fac_give,totalprt_com_fac_ask,totalprt_com_str_give,totalprt_com_str_ask,totalchi_totalutt,totalchi_inf_fac_give,totalchi_inf_fac_ask,totalchi_inf_str_give,totalchi_inf_str_ask,totalchi_hie_fac_give,totalchi_hie_fac_ask,totalchi_hie_str_give,totalchi_hie_str_ask,totalchi_abs_fac_give,totalchi_abs_fac_ask,totalchi_abs_str_give,totalchi_abs_str_ask,totalchi_com_fac_give,totalchi_com_fac_ask,totalchi_com_str_give,totalchi_com_str_ask,totalprt_hottcodes_4c,totalprt_fac_4c,totalprt_str_4c,totalprt_ask_4c,totalprt_give_4c,totalprt_inf,totalprt_hie,totalprt_abs,totalprt_com,totalchi_hottcodes_4c,totalchi_fac_4c,totalchi_str_4c,totalchi_ask_4c,totalchi_give_4c,totalchi_inf,totalchi_hie,totalchi_abs,totalchi_com,p1prt_hottcodes_4c_pct,p1prt_str_4c_pct,p1prt_fac_4c_pct,p1prt_ask_4c_pct,p1prt_give_4c_pct,p1prt_inf_pct,p1prt_com_pct,p1prt_abs_pct,p1prt_hie_pct,p1chi_hottcodes_4c_pct,p1chi_str_4c_pct,p1chi_fac_4c_pct,p1chi_ask_4c_pct,p1chi_give_4c_pct,p1chi_inf_pct,p1chi_com_pct,p1chi_abs_pct,p1chi_hie_pct,p2prt_hottcodes_4c_pct,p2prt_str_4c_pct,p2prt_fac_4c_pct,p2prt_ask_4c_pct,p2prt_give_4c_pct,p2prt_inf_pct,p2prt_com_pct,p2prt_abs_pct,p2prt_hie_pct,p2chi_hottcodes_4c_pct,p2chi_str_4c_pct,p2chi_fac_4c_pct,p2chi_ask_4c_pct,p2chi_give_4c_pct,p2chi_inf_pct,p2chi_com_pct,p2chi_abs_pct,p2chi_hie_pct,narprt_hottcodes_4c_pct,narprt_str_4c_pct,narprt_fac_4c_pct,narprt_ask_4c_pct,narprt_give_4c_pct,narprt_inf_pct,narprt_com_pct,narprt_abs_pct,narprt_hie_pct,narchi_hottcodes_4c_pct,narchi_str_4c_pct,narchi_fac_4c_pct,narchi_ask_4c_pct,narchi_give_4c_pct,narchi_inf_pct,narchi_com_pct,narchi_abs_pct,narchi_hie_pct,totalprt_hottcodes_4c_pct,totalprt_str_4c_pct,totalprt_fac_4c_pct,totalprt_ask_4c_pct,totalprt_give_4c_pct,totalprt_inf_pct,totalprt_com_pct,totalprt_abs_pct,totalprt_hie_pct,totalchi_hottcodes_4c_pct,totalchi_str_4c_pct,totalchi_fac_4c_pct,totalchi_ask_4c_pct,totalchi_give_4c_pct,totalchi_inf_pct,totalchi_com_pct,totalchi_abs_pct,totalchi_hie_pct,mlu_morphemes,mlu_words,vocd_prt,vocd_chi,totalchi_hottcodes_4c_pct_log,totalprt_hottcodes_4c_pct_log,totalprt_str_4c_pct_log,totalprt_fac_4c_pct_log,totalprt_ask_4c_pct_log,totalprt_give_4c_pct_log
1,1,6/10/19,7/2/19,6/1/15,48,App Only,2,60,100,90,100,90,88,disagree,disagree,agree,disagree,disagree,disagree,mostly agree,mostly agree,3,as a baby,as a toddler,as an infant,as a baby,probably not true,definitely true,probably true,definitely true,definitely true,definitely true,probably true,definitely not true,probably not true,definitely not true,probably true,probably not true,probably not true,definitely not true,definitely not true,probably true,probably not true,probably not true,56,1988,male,white,bachelor's,16,english,"50,001 to 75,000",62500,"50,000 to 74,999",biological father,6/11/15,female,white,yes,yes,no,My child uses the device on their own,30,often,seldom,sometimes,sometimes,more than 60,3 months to 6 months,95,95,85,100,90,93,disagree,disagree,agree,disagree,mostly agree,mostly disagree,mostly agree,mostly agree,3,as a toddler,in preschool,as a toddler,as a toddler,probably not true,definitely true,probably true,definitely true,definitely true,definitely true,probably true,definitely not true,probably not true,definitely not true,probably true,definitely not true,definitely not true,definitely not true,probably not true,probably true,probably not true,probably not true,52,english,yes,0,3,10,8,1,19,55,100,46,97,5,73,35,90,NA,52,94,85,4,4,112,360,0,51,1,76,75,4,4,100,308,0,37,1,14,29,65,65,3,3,72,187,0,34,1,75,73,3,4,101,263,0,61,1,12,16,87,79,3,3,78,248,0,26,1,111,110,5,5,137,566,0,35,1,15,58,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,78,1,2,0,75,0,0,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,94,0,10,0,84,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,76,0,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,66,0,1,0,65,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,15,2,20,2,2,29,0,0,110,0,1,0,109,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,14,1,27,0,0,89,0,9,0,80,4,1,3,2,2,3,0,1,0,7,1,6,1,6,3,0,3,1,4,1,3,1,3,1,1,0,2,1,1,0,0,1,0,1,0,0,7,1,6,3,4,5,0,1,1,4,0,4,0,4,1,0,3,0,257,1,0,6,2,0,0,0,1,0,0,0,2,1,1,1,0,229,0,0,3,1,1,0,0,0,0,0,6,0,1,0,0,0,15,3,12,6,9,9,1,2,3,12,2,10,1,11,4,1,6,1,0.053333333,0.04,0.013333333,0.026666667,0.026666667,0.04,0,0.013333333,0,0.083333333,0.071428571,0.011904762,0.011904762,0.071428571,0.035714286,0.011904762,0.035714286,0,0.054794521,0.04109589,0.01369863,0.01369863,0.04109589,0.01369863,0.02739726,0,0.01369863,0.015384615,0,0.015384615,0,0.015384615,0,0,0,0.015384615,0.064220183,0.055045872,0.009174312,0.027522936,0.036697248,0.04587156,0.009174312,0.009174312,0,0.05,0.05,0,0,0.05,0.0125,0,0.0375,0,0.058365759,0.046692607,0.011673152,0.023346304,0.035019455,0.035019455,0.011673152,0.007782101,0.003891051,0.052401747,0.043668122,0.008733624,0.004366812,0.048034934,0.017467249,0.004366812,0.026200873,0.004366812,4.677,4.156,50.43,47.67,1.831008174,1.922287003,1.735058721,0.773489155,1.204361834,1.504509642
2,2,6/10/19,7/1/19,6/18/16,35,App + Info,1,100,100,100,100,100,100,mostly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,disagree,agree,strongly agree,2,as a toddler,as a toddler,as a baby,as a baby,definitely not true,definitely true,definitely not true,definitely true,definitely true,definitely true,definitely not true,definitely not true,probably true,definitely not true,definitely true,definitely not true,definitely true,definitely not true,definitely true,probably true,probably true,definitely true,50,1984,female,mixed,H.S.,12,english,"50,001 to 75,000",62500,"50,000 to 74,999",biological mother,6/18/16,female,mixed,yes,yes,yes,Both,30,often,often,often,often,more than 60,infant,100,100,100,100,100,100,disagree,disagree,agree,disagree,strongly agree,strongly disagree,strongly agree,agree,2,as a baby,as a toddler,as a toddler,as an infant,definitely not true,definitely true,probably true,definitely true,definitely true,definitely true,probably true,probably not true,definitely not true,probably true,definitely true,definitely not true,definitely not true,definitely not true,definitely not true,definitely true,definitely not true,probably true,54,english,no,0,0,4,5,2,11,22,85,41,96,32,88,30,89,7,37,62,62,2,2,40,93,0,19,0,129,129,4,5,138,574,0,46,1,6,45,35,31,1,1,24,45,1,NA,0,100,97,4,4,124,417,0,52,1,3,32,41,38,1,2,33,58,1,24,0,118,117,4,4,127,474,0,29,1,1,55,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,129,0,0,0,129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1,0,62,0,1,1,3,0,0,1,2,0,0,0,0,0,0,1,0,0,2,2,4,4,1,0,0,103,0,6,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,41,0,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,9,2,0,24,0,0,120,0,1,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,9,0,0,47,4,5,0,38,6,2,4,3,3,4,0,0,2,1,1,0,0,1,1,0,0,0,9,1,8,3,6,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,1,2,4,2,0,0,0,1,0,0,0,0,0,0,4,1,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,12,6,9,9,1,0,5,1,1,0,0,1,1,0,0,0,0.046511628,0.031007752,0.015503876,0.023255814,0.023255814,0.031007752,0.015503876,0,0,0.016129032,0,0.016129032,0,0.016129032,0.016129032,0,0,0,0.092783505,0.082474227,0.010309278,0.030927835,0.06185567,0.051546392,0.030927835,0,0.010309278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.034782609,0.008695652,0.017391304,0.026086957,0.026086957,0.014492754,0,0.002898551,0.007633588,0,0.007633588,0,0.007633588,0.007633588,0,0,0,4.516,4.015,50.33,36.58,0.567220387,1.676690139,1.499234772,0.6257059,1.00764051,1.283346392
3,3,6/10/19,7/1/19,5/13/16,36,App Only,3,100,100,100,100,100,100,strongly disagree,strongly disagree,strongly agree,strongly disagree,mostly agree,agree,agree,disagree,2,as a toddler,as a toddler,as a toddler,as a toddler,definitely not true,probably true,probably true,definitely true,definitely true,definitely true,definitely not true,definitely not true,definitely not true,definitely not true,definitely not true,definitely not true,definitely not true,definitely not true,definitely true,definitely not true,definitely not true,definitely not true,60,1989,female,african american,some college,14,english,"10,001 to 20,000",15000,"0 to 49,999",biological mother,5/13/16,female,mixed,yes,yes,no,My child uses the device on their own,20,often,sometimes,sometimes,very often,41-60,2 months,100,100,100,100,100,100,strongly disagree,strongly disagree,agree,strongly disagree,agree,disagree,agree,agree,2,as a toddler,as a toddler,as a toddler,as a toddler,definitely not true,definitely true,probably true,definitely true,definitely true,definitely true,definitely not true,definitely not true,definitely not true,definitely not true,definitely not true,definitely not true,definitely not true,definitely not true,probably true,definitely not true,definitely not true,probably true,60,english,no,0,5,5,4,1,10,32,93,32,90,15,82,25,87,NA,17,37,32,2,2,41,85,0,24,0,43,38,3,4,55,159,0,27,1,6,6,55,50,2,2,46,131,0,15,0,38,33,3,3,50,108,0,25,1,12,6,30,26,2,3,41,76,1,31,0,52,50,4,4,64,211,0,24,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,10,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,18,0,31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,39,0,5,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,56,0,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,53,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,36,0,10,0,26,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,1,2,2,1,1,1,0,1,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,107,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,2,2,1,1,1,0,1,3,1,2,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0.032258065,0,0.032258065,0,0.032258065,0,0.032258065,0,0,0.088235294,0.058823529,0.029411765,0.058823529,0.029411765,0.029411765,0.029411765,0,0.029411765,0.04,0.04,0,0,0.04,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024793388,0.016528926,0.008264463,0.016528926,0.008264463,0.008264463,0.008264463,0,0.008264463,0.028037383,0.018691589,0.009345794,0,0.028037383,0.009345794,0.009345794,0,0.009345794,3.86,3.455,36.03,31.87,1.335984351,1.246842288,0.975650578,0.602372156,0.975650578,0.602372156
4,4,6/10/19,7/1/19,8/19/15,45,App + Info,2,100,100,90,100,100,98,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,1,as an infant,as a toddler,as an infant,as a baby,definitely not true,definitely true,definitely true,definitely true,definitely true,definitely true,definitely not true,definitely not true,definitely true,definitely not true,probably not true,definitely not true,definitely true,definitely not true,definitely true,definitely true,definitely not true,probably true,53,1983,female,african american,bachelor's,16,english,"50,001 to 75,000",62500,"50,000 to 74,999",biological mother,8/19/15,male,african american,yes,yes,no,Both,30,very often,very often,sometimes,sometimes,21-40,Birth,100,100,85,100,100,97,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,2,as an infant,as a baby,as an infant,as a baby,definitely not true,definitely true,definitely true,definitely true,definitely true,definitely true,definitely not true,definitely not true,probably true,definitely not true,definitely not true,definitely not true,definitely not true,definitely not true,probably true,definitely true,definitely not true,probably true,60,english,yes,2,5,5,4,3,12,32,93,32,90,43,94,47,94,1,49,52,47,2,2,53,104,1,32,0,84,84,4,4,91,341,0,25,1,4,36,59,54,2,2,47,119,0,21,0,108,107,4,4,109,419,0,35,1,2,46,57,52,3,3,57,148,0,26,0,100,100,5,6,110,537,0,19,1,1,66,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,84,0,0,0,84,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,9,0,47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,109,1,1,0,107,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,66,2,10,0,54,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,8,0,1,2,2,1,0,0,101,0,0,0,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,66,0,14,0,52,6,2,4,4,2,5,0,0,1,3,1,2,0,3,2,0,0,1,3,1,2,2,1,1,1,0,1,2,1,1,0,2,1,1,0,0,6,0,6,4,2,3,1,1,1,1,0,1,0,1,0,0,0,1,292,0,1,2,6,0,0,0,2,0,0,1,0,2,0,0,1,153,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,15,3,12,10,5,9,2,1,3,6,2,4,0,6,3,1,0,2,0.071428571,0.047619048,0.023809524,0.047619048,0.023809524,0.05952381,0.011904762,0,0,0.063829787,0.042553191,0.021276596,0,0.063829787,0.042553191,0.021276596,0,0,0.028037383,0.018691589,0.009345794,0.018691589,0.009345794,0.009345794,0.009345794,0,0.009345794,0.037037037,0.018518519,0.018518519,0,0.037037037,0.018518519,0,0,0.018518519,0.059405941,0.059405941,0,0.03960396,0.01980198,0.02970297,0.00990099,0.00990099,0.00990099,0.019230769,0.019230769,0,0,0.019230769,0,0.019230769,0,0,0.051369863,0.04109589,0.010273973,0.034246575,0.017123288,0.030821918,0.010273973,0.003424658,0.006849315,0.039215686,0.026143791,0.013071895,0,0.039215686,0.019607843,0.013071895,0,0.006535948,4.907,4.326,33.17,40.44,1.593627306,1.814333791,1.631118978,0.706752833,1.487192882,0.99780759
5,5,6/10/19,7/1/19,9/30/15,44,App Only,4,65,100,100,75,100,88,strongly disagree,strongly disagree,agree,strongly disagree,agree,strongly disagree,agree,agree,2,as a baby,as a toddler,as a baby,as an infant,definitely not true,definitely true,probably not true,definitely true,definitely true,definitely true,probably not true,definitely not true,probably true,definitely not true,probably not true,definitely not true,probably true,definitely not true,probably not true,probably not true,probably not true,probably not true,59,1982,female,white,master's degree,18,english,"50,001 to 75,000",62500,"75,000 to 99,999",biological mother,9/30/15,male,white,yes,yes,yes,Both,20,very often,often,sometimes,sometimes,more than 60,3 months ,90,100,100,85,100,95,disagree,strongly disagree,agree,strongly disagree,agree,strongly disagree,agree,agree,2,as a toddler,as a toddler,as a baby,as a baby,definitely not true,definitely true,probably true,definitely true,definitely true,definitely true,probably not true,definitely not true,probably true,definitely not true,probably true,probably not true,probably true,definitely not true,probably not true,probably not true,definitely not true,probably not true,55,english,yes,2,7,13,12,15,40,95,119,97,124,99,130,98,128,NA,98,42,38,4,4,73,177,0,38,1,64,62,4,5,121,297,0,51,1,4,16,34,31,2,2,47,67,1,53,0,82,82,5,5,128,391,0,52,1,1,38,25,24,4,4,42,88,0,24,1,119,118,6,7,186,717,0,42,1,1,54,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,2,0,62,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,7,0,37,1,1,2,5,0,1,0,1,0,0,0,1,0,0,2,0,0,1,3,3,4,1,0,0,81,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,38,0,7,0,31,0,1,5,4,3,0,6,5,1,0,0,0,0,0,0,0,0,0,4,2,8,0,0,0,120,0,2,0,118,0,1,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,50,0,10,0,40,3,2,1,2,1,2,0,1,0,4,2,2,0,4,4,0,0,0,14,3,11,5,9,9,2,1,2,2,0,2,0,2,0,1,1,0,25,5,20,15,10,10,0,1,14,8,2,6,1,7,3,0,0,5,261,3,2,9,7,0,0,0,2,0,1,1,1,1,3,6,6,108,3,0,3,1,0,0,1,0,0,0,1,0,1,0,4,0,42,10,32,22,20,21,2,3,16,14,4,10,1,13,7,1,1,5,0.048387097,0.016129032,0.032258065,0.032258065,0.016129032,0.032258065,0,0.016129032,0,0.108108108,0.054054054,0.054054054,0,0.108108108,0.108108108,0,0,0,0.172839506,0.135802469,0.037037037,0.061728395,0.111111111,0.111111111,0.024691358,0.012345679,0.024691358,0.064516129,0.064516129,0,0,0.064516129,0,0,0.032258065,0.032258065,0.211864407,0.169491525,0.042372881,0.127118644,0.084745763,0.084745763,0.118644068,0.008474576,0,0.2,0.15,0.05,0.025,0.175,0.075,0.125,0,0,0.16091954,0.122605364,0.038314176,0.084291188,0.076628352,0.08045977,0.061302682,0.011494253,0.007662835,0.12962963,0.092592593,0.037037037,0.009259259,0.12037037,0.064814815,0.046296296,0.009259259,0.009259259,5.705,5.057,52.71,42.59,2.636408321,2.838607828,2.584792436,1.575139929,2.243802643,2.159042065
